author	epoche	genre	title	textPath	label	n_sent	n_tok	n_tok_no_punct	n_adja	n_nn	n_v	n_vv	n_vfin	n_vvfin	n_konj_vf	n_konj_vvf	n_acc	n_dat	n_acc_doppelt	n_dat_doppelt
Moritz, Karl Philipp	Klassik	prose	Romane/Andreas Hartknopfs Predigerjahre	Literatur-Moritz,-Karl-Philipp/tg21.txt	Romantik_E2	772	18349	15485	889	3271	2392	1744	1772	1194	46	15	265	653	181	338
Moritz, Karl Philipp	Klassik	prose	Romane/Anton Reiser	Literatur-Moritz,-Karl-Philipp/tg4.txt	Romantik_E2	4322	150005	131485	6584	23527	21080	14117	14030	8053	711	74	2059	5424	1286	2335
Mundt, Theodor	Romantik	prose	Roman/Madonna. Unterhaltungen mit einer Heiligen	Literatur-Mundt,-Theodor/tg4.txt	Romantik_E2	3283	77521	66622	4763	12470	10499	7112	7143	4184	239	43	1098	2574	775	1280
Naubert, Benedikte	not defined	Roman	Alf von Dülmen	droro_e1/Naubert_Benedikte_Alf_von_Duelmen.txt	Romantik_E1	4570	119029	101048	4541	17345	18853	12094	11931	6154	771	74	1627	3559	931	1306
Naubert, Benedikte	not defined	Roman	Conrad und Siegfried von Feuchtwangen. Teil I.	droro_e1/Naubert_Benedikte_Conrad_und_Siegfried.txt	Romantik_E1	2929	67987	57261	3063	10764	9935	6576	6452	3600	324	31	903	2280	483	856
Naubert, Benedikte	not defined	Roman	Die Amtmannin von Hohenweiler	droro_e2/Naubert_Benedikte_Die_Amtmannin_von_Hohenweiler.txt	Romantik_E2	4888	134484	114770	5607	19115	21449	13898	13597	7260	926	67	1827	4104	1106	1402
Naubert, Benedikte	not defined	Roman	Herrmann von Unna	droro_e2/Naubert_Benedikte_Herrmann_von_Unna.txt	Romantik_E2	6294	154987	131811	6132	22977	25096	16531	16263	8965	788	65	1998	5040	1208	1780
Novalis	Romantik	Roman	Romane/Die Lehrlinge zu Sais	Literatur-Novalis/tg28.txt	Romantik_Kern	450	12402	10748	936	2310	1684	1186	1132	711	46	7	166	341	99	157
Novalis	Romantik	Roman	Romane/Heinrich von Ofterdingen	Literatur-Novalis/tg31.txt	Romantik_Kern	3071	56312	48799	3830	9972	8169	5750	5853	3743	183	35	751	1934	515	797
Raabe, Wilhelm	Realismus	prose	Erzählungen/Das Odfeld	Literatur-Raabe,-Wilhelm/tg256.txt	not defined	3525	71075	60119	3419	12319	7605	4932	5244	2899	164	26	782	2319	522	1103
Raabe, Wilhelm	Realismus	prose	Erzählungen/Die Gänse von Bützow	Literatur-Raabe,-Wilhelm/tg229.txt	not defined	1254	27486	23293	1509	5068	3305	2303	2295	1403	81	11	355	886	236	392
Raabe, Wilhelm	Realismus	prose	Erzählungen/Die schwarze Galeere	Literatur-Raabe,-Wilhelm/tg221.txt	not defined	1112	18870	15527	927	3262	2277	1619	1690	1080	41	6	244	576	164	310
Raabe, Wilhelm	Realismus	prose	Erzählungen/Else von der Tanne	Literatur-Raabe,-Wilhelm/tg228.txt	not defined	602	13583	11792	669	2546	1895	1356	1329	838	18	3	201	546	133	254
Raabe, Wilhelm	Realismus	prose	Erzählungen/Frau Salome	Literatur-Raabe,-Wilhelm/tg243.txt	not defined	1746	34340	29011	1472	5462	4514	3094	3253	1967	118	14	441	1100	331	494
Raabe, Wilhelm	Realismus	prose	Erzählungen/Hastenbeck	Literatur-Raabe,-Wilhelm/tg283.txt	not defined	2797	68622	58745	3111	12612	7502	4626	4734	2294	256	29	845	2353	552	1033
Raabe, Wilhelm	Realismus	prose	Romane/Abu Telfan oder Die Heimkehr vom Mondgebirge	Literatur-Raabe,-Wilhelm/tg81.txt	not defined	5733	136077	116723	6629	22422	17690	11949	12262	7189	427	37	1753	4588	1143	2200
Raabe, Wilhelm	Realismus	prose	Romane/Alte Nester	Literatur-Raabe,-Wilhelm/tg157.txt	not defined	4670	97580	83087	4243	13855	12675	7880	8792	4556	361	50	1174	3054	793	1411
Raabe, Wilhelm	Realismus	prose	Romane/Der Hungerpastor	Literatur-Raabe,-Wilhelm/tg43.txt	not defined	7698	166063	142798	8354	27744	22601	15133	15973	9314	444	53	2421	5513	1620	2678
Raabe, Wilhelm	Realismus	prose	Romane/Der Schüdderump	Literatur-Raabe,-Wilhelm/tg119.txt	not defined	5880	135376	116357	6746	20731	17901	11891	12508	7178	567	60	1687	4559	1133	2172
Raabe, Wilhelm	Realismus	prose	Romane/Die Akten des Vogelsangs	Literatur-Raabe,-Wilhelm/tg219.txt	not defined	3110	72106	61233	3383	11078	8661	5343	5763	2898	285	23	820	2335	516	1036
Raabe, Wilhelm	Realismus	prose	Romane/Die Chronik der Sperlingsgasse	Literatur-Raabe,-Wilhelm/tg4.txt	not defined	3129	58327	48048	3143	9604	7581	5517	5619	3725	124	26	735	1606	550	815
Raabe, Wilhelm	Realismus	prose	Romane/Die Leute aus dem Walde, ihre Sterne, Wege und Schicksale	Literatur-Raabe,-Wilhelm/tg5.txt	not defined	8082	148270	125609	8028	25588	19322	13307	13938	8495	386	41	2020	4846	1460	2308
Raabe, Wilhelm	Realismus	prose	Romane/Im alten Eisen	Literatur-Raabe,-Wilhelm/tg195.txt	not defined	3002	64255	54405	3143	10097	7621	4773	5175	2697	208	27	773	2060	519	922
Raabe, Wilhelm	Realismus	prose	Romane/Stopfkuchen. Eine See- und Mordgeschichte	Literatur-Raabe,-Wilhelm/tg218.txt	not defined	3464	74964	63327	3408	10846	9195	5857	6189	3308	279	35	909	2231	566	977
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Das Haus Reichegg	Literatur-Saar,-Ferdinand-von/tg203.txt	not defined	350	6811	5756	438	1033	921	668	664	436	17	3	96	246	71	122
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Die Geigerin	Literatur-Saar,-Ferdinand-von/tg202.txt	not defined	731	14300	12213	648	1918	2329	1671	1557	965	48	4	172	481	117	211
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Die Steinklopfer	Literatur-Saar,-Ferdinand-von/tg197.txt	not defined	914	14695	12054	620	1930	2256	1630	1617	1041	44	4	184	464	137	192
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Innocens	Literatur-Saar,-Ferdinand-von/tg195.txt	not defined	936	18334	15749	1024	2793	2620	1992	1884	1321	59	8	275	694	197	327
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Marianne	Literatur-Saar,-Ferdinand-von/tg196.txt	not defined	664	11650	9847	617	1648	1718	1271	1216	826	25	5	161	448	102	189
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/2. Teil/Der »Exzellenzherr«	Literatur-Saar,-Ferdinand-von/tg208.txt	not defined	488	10566	9131	616	1484	1587	1121	1058	652	29	6	126	393	100	199
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/2. Teil/Tambi	Literatur-Saar,-Ferdinand-von/tg209.txt	not defined	756	12301	10198	501	1520	1897	1308	1316	785	40	6	137	427	93	205
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/2. Teil/Vae victis!	Literatur-Saar,-Ferdinand-von/tg207.txt	not defined	410	9763	8362	604	1445	1381	975	907	570	37	8	137	397	97	187
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Die Troglodytin	Literatur-Saar,-Ferdinand-von/tg230.txt	not defined	721	13254	11461	669	1905	2086	1504	1422	916	58	7	157	502	117	226
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Geschichte eines Wienerkindes	Literatur-Saar,-Ferdinand-von/tg244.txt	not defined	1225	20551	16908	1039	2673	3019	2112	2061	1250	65	5	212	721	156	320
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Ginevra	Literatur-Saar,-Ferdinand-von/tg236.txt	not defined	796	14682	12624	701	1986	2286	1608	1578	970	59	3	175	524	122	247
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Leutnant Burda	Literatur-Saar,-Ferdinand-von/tg215.txt	not defined	1235	22385	18497	1029	3021	3524	2389	2305	1315	101	15	263	767	197	360
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Schloß Kostenitz	Literatur-Saar,-Ferdinand-von/tg254.txt	not defined	1366	23606	19644	1223	3424	3482	2475	2343	1450	86	10	335	839	229	396
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Seligmann Hirsch	Literatur-Saar,-Ferdinand-von/tg225.txt	not defined	960	12357	10007	452	1493	1891	1251	1326	757	38	2	127	358	89	156
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Conte Gasparo	Literatur-Saar,-Ferdinand-von/tg294.txt	not defined	603	9752	8024	478	1152	1463	1008	1002	594	29	6	132	329	83	146
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Doktor Trojan	Literatur-Saar,-Ferdinand-von/tg291.txt	not defined	630	10760	9038	504	1515	1606	1087	1099	633	30	6	139	389	89	159
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Herr Fridolin und sein Glück	Literatur-Saar,-Ferdinand-von/tg266.txt	not defined	960	17012	14404	656	2180	2700	1793	1858	1050	72	9	201	530	134	248
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Ninon	Literatur-Saar,-Ferdinand-von/tg275.txt	not defined	866	13694	11285	755	1738	1983	1328	1343	762	54	6	166	395	117	166
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Requiem der Liebe	Literatur-Saar,-Ferdinand-von/tg281.txt	not defined	1385	19647	16161	879	2456	3070	2097	2142	1276	82	15	223	690	161	329
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Sündenfall	Literatur-Saar,-Ferdinand-von/tg298.txt	not defined	740	11847	10079	629	1565	1763	1284	1294	852	31	7	163	420	114	169
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Außer Dienst	Literatur-Saar,-Ferdinand-von/tg322.txt	not defined	277	3860	3156	143	462	600	364	390	182	19	2	43	116	29	52
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Der Brauer von Habrovan	Literatur-Saar,-Ferdinand-von/tg318.txt	not defined	410	6719	5766	328	994	1058	740	733	441	22	4	80	222	54	107
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Der Burggraf	Literatur-Saar,-Ferdinand-von/tg313.txt	not defined	527	6252	4988	237	761	958	687	667	426	18	3	72	208	54	101
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Der Hellene	Literatur-Saar,-Ferdinand-von/tg328.txt	not defined	310	4584	3806	249	646	665	457	458	269	8	2	48	158	34	71
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Die Brüder	Literatur-Saar,-Ferdinand-von/tg300.txt	not defined	549	8868	7571	362	1202	1444	979	1003	590	34	3	105	312	61	140
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Die Heirat des Herrn Stäudl	Literatur-Saar,-Ferdinand-von/tg323.txt	not defined	508	7156	6037	212	861	1154	797	829	508	45	2	100	204	69	81
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Die Parzen	Literatur-Saar,-Ferdinand-von/tg309.txt	not defined	439	6447	5315	313	860	922	637	663	402	26	7	80	210	53	98
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Dissonanzen	Literatur-Saar,-Ferdinand-von/tg332.txt	not defined	228	4414	3745	278	702	597	431	403	255	5	1	66	152	46	64
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Die Familie Worel	Literatur-Saar,-Ferdinand-von/tg334.txt	not defined	430	7062	6053	330	1018	1143	774	782	472	18	1	78	220	54	91
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Die Pfründner	Literatur-Saar,-Ferdinand-von/tg348.txt	not defined	1030	15095	12418	678	1820	2287	1506	1600	921	70	8	171	431	115	198
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Hymen	Literatur-Saar,-Ferdinand-von/tg342.txt	not defined	673	9705	8049	399	1161	1520	1060	1061	645	16	6	115	282	84	129
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Sappho	Literatur-Saar,-Ferdinand-von/tg339.txt	not defined	566	9064	7710	432	1126	1460	1031	1022	641	39	7	112	300	78	130
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Die Familie Worel	Literatur-Saar,-Ferdinand-von/tg356.txt	not defined	429	7061	6053	330	1017	1144	775	782	472	19	1	78	221	54	91
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Die Pfründner	Literatur-Saar,-Ferdinand-von/tg371.txt	not defined	1029	15133	12442	679	1824	2288	1506	1600	920	70	8	170	435	114	200
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Hymen	Literatur-Saar,-Ferdinand-von/tg364.txt	not defined	690	10138	8419	432	1234	1572	1100	1092	665	16	6	129	298	93	139
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Sappho	Literatur-Saar,-Ferdinand-von/tg361.txt	not defined	553	8990	7712	435	1129	1458	1029	1019	639	39	7	113	300	78	129
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/[Das philosophische Gespräch aus dem Geisterseher]	Literatur-Schiller,-Friedrich/tg1489.txt	not defined	401	8580	7301	458	1373	1235	764	833	428	52	4	103	199	46	88
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Der Geisterseher	Literatur-Schiller,-Friedrich/tg1486.txt	Romantik_E2	2472	45773	38115	1854	6807	7274	4908	4775	2704	184	12	563	1424	347	596
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Der Verbrecher aus verlorener Ehre	Literatur-Schiller,-Friedrich/tg1485.txt	not defined	476	8858	7552	353	1474	1435	976	1008	595	38	12	136	247	77	100
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Merkwürdiges Beispiel einer weiblichen Rache	Literatur-Schiller,-Friedrich/tg1490.txt	not defined	825	15034	12219	423	1985	2341	1540	1571	867	113	15	167	351	110	105
Schilling, Friedrich Gustav	not defined	Roman	Die Denkwürdigkeiten des Herrn v. H.	droro_e2/Schilling_Friedrich_Gustav_Die_Denkwuerdigkeiten_des_Herrn_v.txt	Romantik_E2	3724	56073	46197	2451	7964	8836	6460	6771	4571	256	21	859	1395	679	566
Schlegel, Dorothea	Romantik	Roman	Roman/Florentin	Literatur-Schlegel,-Dorothea/tg4.txt	Romantik_Kern	3401	68287	56784	2814	8920	10743	7308	7109	4031	427	40	777	2133	455	826
Schlegel, Friedrich	Romantik	Roman	Roman/Lucinde	Literatur-Schlegel,-Friedrich/tg307.txt	Romantik_Kern	1606	34071	29898	2116	5148	4728	3048	3368	1846	150	17	383	904	227	421
Schopenhauer, Johanna	not defined	Roman	Die Tante	droro_e1/Schopenhauer_Johanna_Die_Tante.txt	Romantik_E1	4901	142471	122549	8283	20714	19454	13825	12629	7750	498	70	1731	4927	1037	2171
Schopenhauer, Johanna	not defined	Roman	Gabriele	droro_e1/Schopenhauer_Johanna_Gabriele.txt	Romantik_E1	7027	179392	153608	10263	26485	24850	18241	16468	10740	644	79	2114	6663	1289	2857
Schopenhauer, Johanna	not defined	Roman	Leontine und Natalie	droro_e1/Schopenhauer_Johanna_Leontine_und_Natalie.txt	Romantik_E1	1749	47452	39997	2329	6533	6965	4934	4508	2761	166	25	529	1728	335	741
Schopenhauer, Johanna	not defined	Roman	Richard Wood	droro_e1/Schopenhauer_Johanna_Richard_Wood.txt	Romantik_E1	5747	131188	112297	7598	19186	18463	12994	11903	7125	536	61	1586	4584	962	2014
Spielhagen, Friedrich	Realismus	prose	Romane/Faustulus	Literatur-Spielhagen,-Friedrich/tg221.txt	not defined	5684	83180	68271	3525	11470	12339	7649	8147	4048	397	26	1023	2387	729	1105
Spielhagen, Friedrich	Realismus	prose	Romane/Hammer und Amboß	Literatur-Spielhagen,-Friedrich/tg120.txt	not defined	14232	324305	271099	14267	44351	48920	30990	32407	16970	1656	187	4166	10063	2817	4513
Spielhagen, Friedrich	Realismus	prose	Romane/Problematische Naturen. Erste Abtheilung	Literatur-Spielhagen,-Friedrich/tg4.txt	not defined	11581	225448	190720	10350	32164	33391	22008	22831	12802	1051	120	2896	6880	1898	3114
Spielhagen, Friedrich	Realismus	prose	Romane/Problematische Naturen. Zweite Abtheilung (Durch Nacht zum Licht)	Literatur-Spielhagen,-Friedrich/tg66.txt	not defined	10138	199149	169192	9141	30120	29230	19377	19894	11241	777	100	2678	6620	1748	2923
Spielhagen, Friedrich	Realismus	prose	Romane/Zum Zeitvertreib	Literatur-Spielhagen,-Friedrich/tg192.txt	not defined	4306	67433	57031	3069	9517	10406	6406	6683	3218	405	35	831	1998	521	871
Spindler, Karl	not defined	Roman	Der Jesuit	droro_e2/Spindler_Carl_Der_Jesuit.txt	Romantik_E2	8655	145172	117156	6193	23891	20443	15001	14315	9531	470	60	1621	4363	1084	1764
Spindler, Karl	not defined	Roman	Der Jude	droro_e1/Spindler_Carl_Der_Jude.txt	Romantik_E1	16309	326489	262247	13648	52739	45096	32696	30759	19813	1110	165	3659	9848	2406	3815
Spindler, Karl	not defined	Roman	Der Vogelhändler von Imst	droro_e1/Spindler_Carl_Der_Vogelhaendler.txt	Romantik_E1	15827	269043	214015	10276	39150	37372	25096	25157	14488	1229	178	2495	7248	1693	2716
Spindler, Karl	not defined	Roman	Putsch & Comp. I	droro_e2/Spindler_Carl_Putsch_und_Comp_I.txt	Romantik_E2	3582	65363	53257	2428	10436	8832	6022	5764	3349	269	30	650	1787	445	718
Spindler, Karl	not defined	Roman	Putsch & Comp. II	droro_e2/Spindler_Carl_Putsch_und_Comp_II.txt	Romantik_E2	3236	61127	50263	2229	9493	8374	5827	5453	3270	272	31	644	1900	432	699
Spindler, Karl	not defined	Roman	Putsch & Comp. III	droro_e2/Spindler_Carl_Putsch_und_Comp_III.txt	Romantik_E2	2792	60305	50183	2260	8733	8812	5813	5589	3008	317	28	690	1870	484	715
Spindler, Karl	not defined	Roman	Putsch & Comp. IV	droro_e2/Spindler_Carl_Putsch_und_Comp_IV.txt	Romantik_E2	3135	61853	51614	2418	9763	8759	5955	5662	3246	284	28	670	1979	468	779
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Bergkristall	Literatur-Stifter,-Adalbert/tg139.txt	not defined	760	20578	17545	807	3155	3100	2086	2228	1318	70	23	303	679	189	317
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Bergmilch	Literatur-Stifter,-Adalbert/tg141.txt	not defined	431	11426	9726	411	1858	1840	1204	1262	695	65	6	154	365	94	187
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Granit	Literatur-Stifter,-Adalbert/tg136.txt	not defined	502	14145	12057	502	2236	2238	1501	1602	927	49	12	195	539	147	260
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Kalkstein	Literatur-Stifter,-Adalbert/tg137.txt	not defined	1005	25363	21800	921	3818	4124	2649	2902	1600	161	24	371	888	269	416
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Katzensilber	Literatur-Stifter,-Adalbert/tg140.txt	not defined	970	25833	22157	1034	4322	4222	2848	3031	1799	108	27	456	888	311	417
Stifter, Adalbert	Realismus	prose	Erzählungen/Bunte Steine/Turmalin	Literatur-Stifter,-Adalbert/tg138.txt	not defined	613	16136	13912	622	2483	2659	1707	1814	986	88	13	231	614	153	265
Stifter, Adalbert	Realismus	prose	Erzählungen/Der fromme Spruch	Literatur-Stifter,-Adalbert/tg145.txt	not defined	1475	28947	23527	871	4043	4530	2968	3330	1977	82	9	386	885	255	382
Stifter, Adalbert	Realismus	prose	Erzählungen/Der Kuß von Sentze	Literatur-Stifter,-Adalbert/tg144.txt	not defined	637	11230	9462	415	1696	1759	1141	1326	784	33	14	178	417	123	183
Stifter, Adalbert	Realismus	prose	Erzählungen/Der Waldbrunnen	Literatur-Stifter,-Adalbert/tg143.txt	not defined	630	15117	12625	645	2362	2229	1504	1712	1083	50	13	183	530	132	221
Stifter, Adalbert	Realismus	prose	Erzählungen/Nachkommenschaften	Literatur-Stifter,-Adalbert/tg142.txt	not defined	1069	25146	21148	870	3557	4088	2592	2868	1553	114	18	297	848	193	373
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Abdias	Literatur-Stifter,-Adalbert/tg99.txt	not defined	1260	38331	33021	1622	5382	6118	4138	4323	2549	157	32	554	1350	366	643
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Brigitta	Literatur-Stifter,-Adalbert/tg108.txt	not defined	844	22963	19776	952	3266	3534	2344	2541	1473	83	25	334	830	206	410
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Das alte Siegel	Literatur-Stifter,-Adalbert/tg103.txt	not defined	870	22892	19489	937	3054	3689	2397	2590	1447	105	18	311	746	207	367
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Das Haidedorf	Literatur-Stifter,-Adalbert/tg72.txt	not defined	354	11431	9717	581	1725	1544	1085	1119	721	25	7	137	340	92	152
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der beschriebene Tännling	Literatur-Stifter,-Adalbert/tg128.txt	not defined	694	17891	15562	925	3016	2667	1744	1901	1073	75	16	302	732	186	381
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Condor	Literatur-Stifter,-Adalbert/tg46.txt	not defined	314	8461	7107	508	1297	1122	796	851	556	21	4	126	262	84	129
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Hagestolz	Literatur-Stifter,-Adalbert/tg113.txt	not defined	2030	47242	39747	1689	6123	7624	4907	5378	2931	175	31	723	1457	512	662
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Hochwald	Literatur-Stifter,-Adalbert/tg77.txt	not defined	1194	37929	31739	1910	5733	4979	3591	3645	2382	103	29	481	1044	324	481
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Der Waldsteig	Literatur-Stifter,-Adalbert/tg121.txt	not defined	972	25061	21394	944	3376	3947	2617	2883	1683	84	16	373	856	255	392
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Die Mappe meines Urgroßvaters	Literatur-Stifter,-Adalbert/tg90.txt	not defined	2945	82242	70572	3006	11477	13341	8547	9214	4943	338	86	1133	2931	755	1410
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Die Narrenburg	Literatur-Stifter,-Adalbert/tg85.txt	not defined	1510	41860	35131	1938	5957	6033	4080	4381	2623	155	29	516	1198	321	567
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Feldblumen	Literatur-Stifter,-Adalbert/tg52.txt	not defined	1767	43887	37196	2065	6045	6275	4190	4547	2703	180	37	538	1300	356	660
Stifter, Adalbert	Realismus	prose	Erzählungen/Studien/Zwei Schwestern	Literatur-Stifter,-Adalbert/tg122.txt	not defined	2420	58344	49627	2239	7593	9508	6176	6668	3655	287	66	813	2012	552	961
Stifter, Adalbert	Realismus	prose	Romane/Der Nachsommer	Literatur-Stifter,-Adalbert/tg4.txt	not defined	11276	288759	248292	11016	44315	45762	28874	30780	16085	1329	235	4110	10430	2782	5079
Stifter, Adalbert	Realismus	prose	Romane/Witiko	Literatur-Stifter,-Adalbert/tg25.txt	not defined	16686	338046	276662	10086	51366	54527	35271	38779	21821	760	146	4472	11821	2926	4815
Storm, Theodor	Realismus	Erzählung	Erzählungen/Aquis Submersus	Literatur-Storm,-Theodor/tg242.txt	not defined	1626	28620	24096	1114	4175	3994	2793	2837	1759	92	25	410	1035	296	478
Storm, Theodor	Realismus	Erzählung	Erzählungen/Auf dem Staatshof	Literatur-Storm,-Theodor/tg211.txt	not defined	687	12831	10925	605	1941	1850	1382	1320	911	22	8	238	564	167	274
Storm, Theodor	Realismus	Erzählung	Erzählungen/Auf der Universität	Literatur-Storm,-Theodor/tg222.txt	not defined	1515	23273	19524	1040	3338	3447	2489	2517	1657	52	13	377	864	278	382
Storm, Theodor	Realismus	Erzählung	Erzählungen/Beim Vetter Christian	Literatur-Storm,-Theodor/tg238.txt	not defined	597	10209	8563	514	1584	1344	931	1003	627	28	4	118	344	87	150
Storm, Theodor	Realismus	Erzählung	Erzählungen/Bötjer Basch	Literatur-Storm,-Theodor/tg256.txt	not defined	1347	21383	17579	872	3205	2902	2052	2251	1467	39	7	278	731	203	302
Storm, Theodor	Realismus	Erzählung	Erzählungen/Carsten Curator	Literatur-Storm,-Theodor/tg243.txt	not defined	1548	24072	19864	1079	3461	3420	2349	2426	1469	60	6	355	826	255	332
Storm, Theodor	Realismus	Erzählung	Erzählungen/Der Herr Etatsrat	Literatur-Storm,-Theodor/tg249.txt	not defined	887	16582	14422	951	2578	2360	1631	1684	1025	48	6	228	635	141	268
Storm, Theodor	Realismus	Erzählung	Erzählungen/Der Schimmelreiter	Literatur-Storm,-Theodor/tg259.txt	not defined	3023	46863	38317	1675	6755	6960	4762	5182	3210	97	20	630	1535	445	653
Storm, Theodor	Realismus	Erzählung	Erzählungen/Die Söhne des Senators	Literatur-Storm,-Theodor/tg248.txt	not defined	881	15255	12630	752	2436	1949	1349	1413	864	34	11	184	509	139	225
Storm, Theodor	Realismus	Erzählung	Erzählungen/Draußen im Heidedorf	Literatur-Storm,-Theodor/tg234.txt	not defined	765	12296	10261	465	1723	1891	1289	1347	815	36	6	205	428	154	181
Storm, Theodor	Realismus	Erzählung	Erzählungen/Eekenhof	Literatur-Storm,-Theodor/tg246.txt	not defined	866	15487	13211	703	2536	2260	1463	1507	821	36	5	228	627	161	260
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein Bekenntnis	Literatur-Storm,-Theodor/tg258.txt	not defined	1241	20648	16756	724	2545	3178	2094	2344	1365	54	6	240	612	172	253
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein Doppelgänger	Literatur-Storm,-Theodor/tg257.txt	not defined	1567	24052	19626	841	3288	3600	2511	2717	1725	76	18	325	822	236	355
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein Fest auf Haderslevhuus	Literatur-Storm,-Theodor/tg253.txt	not defined	1904	26519	21506	1036	4151	3735	2690	2930	1962	35	8	392	883	275	380
Storm, Theodor	Realismus	Erzählung	Erzählungen/Ein stiller Musikant	Literatur-Storm,-Theodor/tg239.txt	not defined	771	11769	9810	585	1571	1713	1162	1284	777	32	4	147	403	96	176
Storm, Theodor	Realismus	Erzählung	Erzählungen/Eine Halligfahrt	Literatur-Storm,-Theodor/tg233.txt	not defined	576	10046	8491	528	1540	1324	997	986	683	15	2	153	397	112	211
Storm, Theodor	Realismus	Erzählung	Erzählungen/Eine Malerarbeit	Literatur-Storm,-Theodor/tg231.txt	not defined	666	11220	9340	520	1662	1636	1206	1218	819	21	5	162	409	127	177
Storm, Theodor	Realismus	Erzählung	Erzählungen/Es waren zwei Königskinder	Literatur-Storm,-Theodor/tg254.txt	not defined	947	13790	11123	467	1732	2084	1501	1608	1066	21	3	199	464	139	177
